Record_ID,Hour_of_Day,Road_Type,Weather,Traffic_Density,Speed_Limit,Reported_Severity,NLP_Risk_Flag,Corrected_Severity
4823,3,Urban,Clear,33,40,0,0,0
4824,7,Urban,Clear,30,40,0,0,0
4825,14,Highway,Fog,37,100,0,0,0
4826,5,Highway,Clear,51,100,0,0,0
4827,11,Highway,Rain,53,100,0,0,0
4828,21,Urban,Snow,41,40,0,0,0
4829,12,Urban,Clear,36,40,0,0,0
4830,15,Urban,Clear,45,40,0,0,0
4831,11,Highway,Clear,45,100,0,0,0
4832,7,Highway,Clear,41,100,0,0,0
4833,14,Rural,Rain,30,60,0,0,0
4834,21,Highway,Fog,58,100,0,0,0
4835,23,Highway,Clear,50,100,0,0,0
4836,22,Rural,Clear,31,60,0,0,0
4837,1,Urban,Clear,49,40,0,0,0
4838,5,Urban,Rain,29,40,0,0,0
4839,18,Urban,Clear,76,40,0,0,0
4840,18,Urban,Clear,81,40,0,0,0
4841,11,Urban,Clear,44,40,0,0,0
4842,21,Rural,Rain,28,60,0,0,0
4843,21,Rural,Rain,38,60,0,0,0
4844,20,Rural,Clear,20,60,0,0,0
4845,16,Urban,Clear,31,40,0,0,0
4846,17,Highway,Snow,72,100,0,0,0
4847,17,Urban,Clear,73,40,0,0,0
4848,2,Urban,Clear,43,40,0,0,0
4849,6,Urban,Rain,29,40,0,0,0
4850,8,Rural,Clear,84,60,0,0,0
4851,9,Highway,Clear,82,100,0,0,0
4852,22,Rural,Clear,33,60,0,0,0
4853,18,Highway,Clear,99,100,0,0,0
4854,9,Rural,Snow,87,60,0,0,0
4855,6,Urban,Rain,31,40,0,0,0
4856,2,Highway,Clear,32,100,1,1,1
4857,19,Highway,Clear,85,100,0,0,0
4858,17,Rural,Fog,74,60,0,0,0
4859,12,Highway,Clear,54,100,0,0,0
4860,0,Highway,Rain,42,100,0,1,1
4861,0,Highway,Clear,58,100,0,0,0
4862,19,Highway,Rain,78,100,0,0,0
4863,5,Urban,Clear,49,40,0,0,0
4864,21,Rural,Fog,41,60,0,0,0
4865,10,Rural,Rain,88,60,0,0,0
4866,23,Rural,Clear,38,60,0,0,0
4867,21,Highway,Clear,60,100,0,0,0
4868,12,Highway,Snow,30,100,0,0,0
4869,12,Rural,Rain,27,60,0,0,0
4870,2,Highway,Fog,49,100,1,1,1
4871,19,Highway,Clear,86,100,0,0,0
4872,7,Highway,Fog,30,100,0,0,0
4873,0,Rural,Rain,23,60,0,0,0
4874,7,Rural,Clear,31,60,0,0,0
4875,12,Highway,Clear,35,100,0,0,0
4876,6,Urban,Rain,24,40,0,0,0
4877,2,Highway,Clear,36,100,0,0,0
4878,18,Rural,Rain,81,60,0,0,0
4879,13,Rural,Clear,39,60,0,0,0
4880,16,Urban,Rain,32,40,0,0,0
4881,23,Highway,Clear,47,100,1,1,1
4882,1,Urban,Fog,50,40,0,0,0
4883,2,Urban,Clear,35,40,0,0,0
4884,10,Urban,Clear,72,40,0,0,0
4885,7,Rural,Clear,25,60,0,0,0
4886,11,Highway,Rain,40,100,0,0,0
4887,14,Urban,Clear,21,40,0,0,0
4888,9,Rural,Rain,73,60,0,0,0
4889,21,Rural,Clear,44,60,0,0,0
4890,9,Highway,Fog,81,100,0,0,0
4891,16,Rural,Rain,25,60,0,0,0
4892,21,Rural,Clear,49,60,0,0,0
4893,7,Rural,Clear,38,60,0,0,0
4894,3,Rural,Clear,27,60,0,0,0
4895,4,Highway,Rain,33,100,1,1,1
4896,2,Rural,Rain,50,60,0,0,0
4897,2,Urban,Clear,46,40,0,0,0
4898,19,Urban,Clear,78,40,0,0,0
4899,3,Rural,Rain,28,60,0,0,0
4900,23,Highway,Fog,53,100,0,1,1
4901,6,Highway,Clear,56,100,0,0,0
4902,15,Rural,Clear,49,60,0,0,0
4903,0,Rural,Clear,32,60,0,0,0
4904,3,Highway,Snow,51,100,1,1,1
4905,12,Urban,Clear,36,40,0,0,0
4906,5,Urban,Fog,20,40,0,0,0
4907,16,Urban,Clear,20,40,0,0,0
4908,12,Highway,Clear,31,100,0,0,0
4909,12,Urban,Clear,46,40,0,0,0
4910,23,Urban,Clear,29,40,0,0,0
4911,18,Highway,Clear,88,100,0,0,0
4912,3,Highway,Clear,39,100,0,0,0
4913,13,Highway,Fog,45,100,1,1,1
4914,20,Urban,Clear,49,40,0,0,0
4915,9,Urban,Rain,63,40,0,0,0
4916,4,Urban,Rain,39,40,0,0,0
4917,8,Urban,Rain,65,40,0,0,0
4918,13,Urban,Fog,50,40,0,0,0
4919,7,Rural,Clear,41,60,0,0,0
4920,9,Highway,Fog,94,100,0,0,0
4921,20,Highway,Clear,32,100,0,0,0
4922,4,Urban,Clear,26,40,0,0,0
4923,16,Highway,Rain,39,100,0,0,0
4924,16,Urban,Clear,40,40,0,0,0
4925,17,Rural,Rain,81,60,0,0,0
4926,13,Rural,Rain,48,60,0,0,0
4927,23,Rural,Clear,27,60,0,0,0
4928,12,Urban,Clear,31,40,0,0,0
4929,9,Rural,Clear,90,60,0,0,0
4930,21,Rural,Clear,26,60,0,0,0
4931,7,Rural,Clear,23,60,0,0,0
4932,12,Highway,Rain,52,100,0,0,0
4933,1,Highway,Clear,59,100,0,0,0
4934,14,Highway,Clear,43,100,0,0,0
4935,20,Urban,Clear,31,40,0,0,0
4936,7,Highway,Clear,45,100,0,0,0
4937,3,Highway,Fog,34,100,1,1,1
4938,12,Rural,Clear,28,60,0,0,0
4939,0,Rural,Clear,24,60,0,0,0
4940,18,Urban,Clear,66,40,0,0,0
4941,4,Rural,Fog,40,60,0,0,0
4942,11,Highway,Clear,51,100,0,0,0
4943,2,Highway,Rain,57,100,1,1,1
4944,6,Rural,Rain,38,60,0,0,0
4945,23,Rural,Clear,43,60,0,0,0
4946,7,Highway,Fog,37,100,0,0,0
4947,9,Urban,Clear,86,40,0,0,0
4948,4,Highway,Rain,39,100,1,1,1
4949,17,Rural,Clear,63,60,0,0,0
4950,4,Rural,Rain,39,60,0,0,0
4951,20,Highway,Clear,60,100,0,0,0
4952,2,Highway,Rain,48,100,1,1,1
4953,12,Rural,Clear,47,60,0,0,0
4954,9,Urban,Clear,87,40,0,0,0
4955,18,Rural,Clear,63,60,0,0,0
4956,18,Urban,Rain,72,40,0,0,0
4957,22,Highway,Clear,36,100,0,0,0
4958,15,Rural,Clear,26,60,0,0,0
4959,2,Rural,Rain,32,60,0,0,0
4960,7,Urban,Clear,29,40,0,0,0
4961,10,Highway,Clear,76,100,0,0,0
4962,20,Highway,Clear,47,100,0,0,0
4963,19,Urban,Clear,71,40,0,0,0
4964,10,Rural,Clear,62,60,0,0,0
4965,22,Urban,Rain,35,40,0,0,0
4966,23,Rural,Rain,40,60,0,0,0
4967,22,Highway,Fog,41,100,1,1,1
4968,20,Highway,Clear,54,100,0,0,0
4969,20,Highway,Rain,42,100,0,0,0
4970,12,Rural,Clear,45,60,0,0,0
4971,2,Urban,Clear,46,40,0,0,0
4972,6,Urban,Clear,28,40,0,0,0
4973,9,Rural,Clear,77,60,0,0,0
4974,4,Highway,Clear,49,100,0,0,0
4975,13,Highway,Clear,48,100,0,0,0
4976,0,Highway,Clear,56,100,0,0,0
4977,13,Highway,Clear,56,100,0,0,0
4978,6,Rural,Clear,48,60,0,0,0
4979,15,Urban,Clear,28,40,0,0,0
4980,9,Urban,Clear,83,40,0,0,0
4981,1,Highway,Clear,43,100,0,0,0
4982,15,Urban,Clear,48,40,0,0,0
4983,18,Urban,Clear,60,40,0,0,0
4984,9,Urban,Clear,64,40,0,0,0
4985,2,Highway,Clear,52,100,0,0,0
4986,2,Highway,Clear,56,100,1,1,1
4987,4,Rural,Fog,23,60,0,0,0
4988,17,Rural,Clear,86,60,0,0,0
4989,2,Urban,Snow,45,40,0,0,0
4990,21,Urban,Clear,33,40,0,0,0
4991,23,Rural,Clear,44,60,0,0,0
4992,8,Urban,Clear,78,40,0,0,0
4993,13,Highway,Clear,35,100,0,0,0
4994,19,Rural,Clear,62,60,0,0,0
4995,5,Urban,Clear,49,40,0,0,0
4996,14,Rural,Clear,45,60,0,0,0
4997,9,Rural,Clear,80,60,0,0,0
4998,22,Urban,Clear,47,40,0,0,0
4999,20,Highway,Snow,36,100,0,0,0
5000,22,Rural,Rain,37,60,0,0,0
5001,5,Rural,Fog,20,60,0,0,0
5002,7,Rural,Rain,27,60,0,0,0
5003,15,Highway,Rain,60,100,0,0,0
5004,5,Highway,Rain,57,100,0,0,0
5005,12,Highway,Clear,43,100,0,0,0
5006,17,Rural,Clear,90,60,0,0,0
5007,7,Urban,Snow,47,40,0,0,0
5008,18,Urban,Clear,75,40,0,0,0
5009,5,Rural,Snow,47,60,0,0,0
5010,10,Highway,Rain,85,100,0,0,0
5011,17,Urban,Clear,70,40,0,0,0
5012,20,Urban,Clear,39,40,0,0,0
5013,7,Urban,Clear,34,40,0,0,0
5014,14,Rural,Clear,39,60,0,0,0
5015,1,Urban,Clear,27,40,0,0,0
5016,1,Urban,Rain,23,40,0,0,0
5017,15,Urban,Clear,50,40,0,0,0
5018,4,Highway,Rain,55,100,0,0,0
5019,12,Highway,Clear,44,100,0,0,0
5020,1,Rural,Clear,30,60,0,0,0
5021,21,Highway,Fog,41,100,0,0,0
5022,8,Urban,Clear,69,40,0,0,0
5023,16,Highway,Clear,45,100,0,0,0
5024,8,Rural,Clear,90,60,0,0,0
5025,9,Rural,Snow,87,60,0,0,0
5026,18,Urban,Clear,64,40,0,0,0
5027,12,Rural,Rain,41,60,0,0,0
5028,22,Highway,Fog,54,100,1,1,1
5029,16,Rural,Clear,44,60,0,0,0
5030,23,Urban,Clear,45,40,0,0,0
5031,22,Highway,Clear,48,100,0,0,0
5032,4,Rural,Clear,36,60,0,0,0
5033,16,Highway,Clear,39,100,0,0,0
5034,11,Highway,Clear,40,100,0,0,0
5035,18,Rural,Rain,65,60,0,0,0
5036,13,Highway,Clear,41,100,0,0,0
5037,5,Highway,Clear,38,100,0,0,0
5038,16,Rural,Rain,25,60,0,0,0
5039,4,Highway,Clear,50,100,1,1,1
5040,20,Highway,Clear,59,100,0,0,0
5041,19,Highway,Rain,78,100,1,1,1
5042,4,Urban,Rain,47,40,0,0,0
5043,1,Urban,Clear,21,40,0,0,0
5044,4,Highway,Rain,51,100,1,1,1
5045,8,Highway,Clear,97,100,0,0,0
5046,12,Rural,Clear,23,60,0,0,0
5047,7,Urban,Clear,47,40,0,0,0
5048,17,Rural,Clear,66,60,0,0,0
5049,2,Highway,Clear,47,100,0,0,0
5050,15,Rural,Rain,37,60,0,0,0
5051,20,Highway,Clear,48,100,0,0,0
5052,0,Rural,Clear,35,60,0,0,0
5053,0,Rural,Rain,43,60,0,0,0
5054,4,Highway,Clear,33,100,0,0,0
5055,13,Urban,Fog,20,40,0,0,0
5056,8,Highway,Clear,79,100,0,0,0
5057,4,Rural,Clear,21,60,0,0,0
5058,14,Highway,Snow,40,100,0,0,0
5059,23,Highway,Fog,60,100,1,1,1
5060,16,Highway,Clear,42,100,0,0,0
5061,17,Highway,Clear,97,100,0,0,0
5062,9,Rural,Fog,69,60,0,0,0
5063,0,Urban,Clear,27,40,0,0,0
5064,4,Highway,Rain,31,100,1,1,1
5065,18,Urban,Clear,79,40,0,0,0
5066,13,Urban,Rain,27,40,0,0,0
5067,9,Urban,Rain,62,40,0,0,0
5068,21,Urban,Rain,42,40,0,0,0
5069,5,Rural,Clear,46,60,0,0,0
5070,1,Highway,Clear,46,100,0,1,1
5071,7,Rural,Rain,46,60,0,0,0
5072,19,Rural,Clear,82,60,0,0,0
5073,12,Urban,Rain,50,40,0,0,0
5074,14,Urban,Clear,34,40,0,0,0
5075,3,Urban,Snow,20,40,0,0,0
5076,8,Rural,Rain,79,60,0,0,0
5077,10,Rural,Clear,76,60,0,0,0
5078,12,Urban,Rain,38,40,0,0,0
5079,20,Urban,Rain,35,40,0,0,0
5080,18,Highway,Fog,96,100,0,0,0
5081,12,Rural,Clear,27,60,0,0,0
5082,0,Rural,Rain,44,60,0,0,0
5083,9,Highway,Clear,78,100,0,0,0
5084,3,Highway,Clear,55,100,0,1,1
5085,6,Rural,Rain,21,60,0,0,0
5086,17,Rural,Clear,62,60,0,0,0
5087,20,Urban,Fog,33,40,0,0,0
5088,14,Urban,Clear,29,40,0,0,0
5089,1,Urban,Clear,30,40,0,0,0
5090,3,Rural,Clear,35,60,0,0,0
5091,1,Urban,Clear,43,40,0,0,0
5092,21,Rural,Fog,24,60,0,0,0
5093,3,Highway,Clear,34,100,0,0,0
5094,9,Highway,Clear,76,100,0,0,0
5095,18,Rural,Rain,70,60,0,0,0
5096,7,Highway,Fog,53,100,0,0,0
5097,10,Rural,Clear,77,60,0,0,0
5098,13,Highway,Rain,46,100,0,0,0
5099,14,Urban,Clear,38,40,0,0,0
5100,22,Rural,Clear,43,60,0,0,0
5101,4,Highway,Clear,41,100,0,0,0
5102,23,Urban,Clear,23,40,0,0,0
5103,7,Urban,Clear,48,40,0,0,0
5104,23,Urban,Rain,31,40,0,0,0
5105,23,Highway,Rain,58,100,1,1,1
5106,5,Urban,Rain,29,40,0,0,0
5107,19,Highway,Clear,84,100,0,0,0
5108,17,Urban,Clear,75,40,0,0,0
5109,17,Urban,Clear,61,40,0,0,0
5110,15,Urban,Rain,29,40,0,0,0
5111,13,Highway,Clear,48,100,0,0,0
5112,17,Highway,Rain,87,100,1,1,1
5113,22,Rural,Clear,28,60,0,0,0
5114,15,Urban,Clear,43,40,0,0,0
5115,10,Rural,Rain,84,60,0,0,0
5116,18,Highway,Rain,74,100,0,0,0
5117,14,Urban,Clear,44,40,0,0,0
5118,19,Urban,Clear,90,40,0,0,0
5119,4,Rural,Clear,43,60,0,0,0
5120,21,Rural,Clear,33,60,0,0,0
5121,11,Urban,Clear,27,40,0,0,0
5122,8,Highway,Clear,96,100,0,0,0
5123,12,Highway,Clear,30,100,0,0,0
5124,13,Urban,Rain,40,40,0,0,0
5125,2,Rural,Fog,21,60,0,0,0
5126,21,Highway,Clear,40,100,0,0,0
5127,15,Highway,Rain,56,100,0,0,0
5128,14,Rural,Clear,40,60,0,0,0
5129,14,Urban,Rain,31,40,0,0,0
5130,14,Urban,Clear,36,40,0,0,0
5131,23,Urban,Rain,35,40,0,0,0
5132,22,Highway,Rain,50,100,1,1,1
5133,15,Urban,Clear,31,40,0,0,0
5134,20,Highway,Fog,44,100,0,0,0
5135,16,Rural,Clear,45,60,0,0,0
5136,7,Urban,Rain,48,40,0,0,0
5137,12,Highway,Snow,60,100,1,1,1
5138,18,Urban,Rain,73,40,0,0,0
5139,15,Rural,Rain,26,60,0,0,0
5140,1,Highway,Fog,41,100,1,1,1
5141,23,Highway,Fog,35,100,0,1,1
5142,10,Highway,Clear,92,100,0,0,0
5143,16,Urban,Clear,36,40,0,0,0
5144,8,Highway,Clear,88,100,0,0,0
5145,22,Urban,Clear,31,40,0,0,0
5146,17,Highway,Rain,94,100,0,0,0
5147,20,Urban,Clear,29,40,0,0,0
5148,21,Rural,Clear,36,60,0,0,0
5149,22,Urban,Clear,20,40,0,0,0
5150,20,Highway,Clear,45,100,0,0,0
5151,18,Rural,Fog,74,60,0,0,0
5152,12,Highway,Clear,38,100,0,0,0
5153,1,Highway,Clear,42,100,0,1,1
5154,11,Urban,Clear,42,40,0,0,0
5155,22,Highway,Fog,60,100,1,1,1
5156,22,Highway,Rain,51,100,1,1,1
5157,1,Rural,Clear,32,60,0,0,0
5158,1,Urban,Clear,41,40,0,0,0
5159,18,Urban,Clear,82,40,0,0,0
5160,3,Highway,Rain,57,100,1,1,1
5161,18,Urban,Clear,61,40,0,0,0
5162,14,Rural,Fog,24,60,0,0,0
5163,3,Rural,Rain,22,60,0,0,0
5164,21,Highway,Clear,52,100,0,0,0
5165,8,Rural,Clear,71,60,0,0,0
5166,17,Highway,Fog,82,100,0,0,0
5167,8,Highway,Rain,74,100,0,0,0
5168,6,Urban,Clear,23,40,0,0,0
5169,2,Highway,Clear,31,100,1,1,1
5170,0,Highway,Rain,53,100,1,1,1
5171,11,Highway,Clear,52,100,0,0,0
5172,16,Urban,Clear,42,40,0,0,0
5173,3,Highway,Clear,39,100,1,1,1
5174,15,Rural,Rain,27,60,0,0,0
5175,10,Highway,Clear,73,100,0,0,0
5176,14,Urban,Clear,38,40,0,0,0
5177,0,Highway,Rain,46,100,1,1,1
5178,15,Urban,Clear,45,40,0,0,0
5179,18,Rural,Clear,82,60,0,0,0
5180,19,Rural,Fog,77,60,0,0,0
5181,7,Rural,Rain,45,60,0,0,0
5182,1,Urban,Clear,39,40,0,0,0
5183,18,Highway,Fog,73,100,0,0,0
5184,14,Urban,Clear,26,40,0,0,0
5185,19,Highway,Fog,75,100,0,0,0
5186,0,Highway,Rain,55,100,1,1,1
5187,6,Highway,Clear,40,100,0,0,0
5188,7,Highway,Clear,46,100,0,0,0
5189,13,Highway,Clear,43,100,0,0,0
5190,2,Highway,Rain,56,100,1,1,1
5191,22,Rural,Clear,21,60,0,0,0
5192,2,Urban,Snow,30,40,0,0,0
5193,11,Highway,Clear,54,100,0,0,0
5194,23,Rural,Clear,21,60,0,0,0
5195,9,Rural,Snow,85,60,0,0,0
5196,0,Rural,Clear,49,60,0,0,0
5197,9,Highway,Rain,73,100,1,1,1
5198,12,Highway,Fog,55,100,0,0,0
5199,20,Highway,Fog,35,100,0,0,0
5200,9,Highway,Clear,93,100,0,0,0
5201,19,Highway,Clear,94,100,0,0,0
5202,7,Rural,Clear,39,60,0,0,0
5203,15,Highway,Clear,46,100,0,0,0
5204,10,Rural,Rain,62,60,0,0,0
5205,7,Urban,Clear,32,40,0,0,0
5206,21,Highway,Rain,55,100,0,0,0
5207,1,Urban,Clear,24,40,0,0,0
5208,5,Highway,Clear,51,100,0,0,0
5209,16,Urban,Clear,36,40,0,0,0
5210,14,Urban,Fog,42,40,0,0,0
5211,20,Urban,Clear,48,40,0,0,0
5212,14,Urban,Clear,32,40,0,0,0
5213,13,Rural,Clear,44,60,0,0,0
5214,11,Highway,Rain,51,100,0,0,0
5215,23,Highway,Rain,57,100,1,1,1
5216,2,Urban,Fog,39,40,0,0,0
5217,5,Highway,Rain,37,100,0,0,0
5218,22,Highway,Clear,33,100,1,1,1
5219,18,Rural,Clear,86,60,0,0,0
5220,9,Highway,Clear,91,100,0,0,0
5221,22,Highway,Clear,50,100,0,0,0
5222,18,Urban,Rain,68,40,0,0,0
5223,18,Highway,Rain,98,100,0,0,0
5224,9,Urban,Rain,60,40,0,0,0
5225,22,Urban,Rain,30,40,0,0,0
5226,0,Rural,Rain,29,60,0,0,0
5227,21,Rural,Snow,38,60,0,0,0
5228,12,Rural,Clear,35,60,0,0,0
5229,12,Urban,Clear,28,40,0,0,0
5230,18,Highway,Clear,94,100,0,0,0
5231,13,Rural,Fog,28,60,0,0,0
5232,18,Rural,Clear,80,60,0,0,0
5233,11,Highway,Clear,50,100,0,0,0
5234,11,Rural,Clear,32,60,0,0,0
5235,11,Highway,Rain,51,100,0,0,0
5236,15,Rural,Fog,35,60,0,0,0
5237,21,Urban,Clear,39,40,0,0,0
5238,16,Rural,Clear,46,60,0,0,0
5239,2,Rural,Rain,24,60,0,0,0
5240,18,Highway,Fog,78,100,0,0,0
5241,4,Urban,Clear,39,40,0,0,0
5242,22,Rural,Clear,44,60,0,0,0
5243,17,Urban,Clear,71,40,0,0,0
5244,13,Rural,Fog,27,60,0,0,0
5245,10,Highway,Rain,91,100,0,1,1
5246,11,Urban,Fog,44,40,0,0,0
5247,9,Highway,Clear,81,100,0,0,0
5248,17,Urban,Clear,86,40,0,0,0
5249,12,Highway,Fog,34,100,0,0,0
5250,10,Urban,Clear,90,40,0,0,0
5251,3,Urban,Rain,38,40,0,0,0
5252,6,Rural,Clear,35,60,0,0,0
5253,20,Rural,Rain,20,60,0,0,0
5254,4,Rural,Clear,40,60,0,0,0
5255,22,Highway,Clear,40,100,1,1,1
5256,1,Rural,Clear,26,60,0,0,0
5257,3,Highway,Clear,49,100,1,1,1
5258,23,Urban,Rain,42,40,0,0,0
5259,15,Rural,Clear,50,60,0,0,0
5260,6,Rural,Clear,46,60,0,0,0
5261,20,Highway,Fog,36,100,0,0,0
5262,8,Urban,Clear,64,40,0,0,0
5263,19,Urban,Fog,86,40,0,0,0
5264,12,Urban,Rain,32,40,0,0,0
5265,22,Rural,Clear,37,60,0,0,0
5266,14,Highway,Fog,30,100,0,1,1
5267,6,Highway,Clear,43,100,0,0,0
5268,20,Rural,Rain,36,60,0,0,0
5269,6,Rural,Clear,35,60,0,0,0
5270,1,Highway,Fog,41,100,1,1,1
5271,8,Rural,Clear,89,60,0,0,0
5272,19,Rural,Fog,62,60,0,0,0
5273,15,Rural,Clear,35,60,0,0,0
5274,16,Rural,Rain,36,60,0,0,0
5275,20,Rural,Clear,47,60,0,0,0
5276,14,Urban,Clear,32,40,0,0,0
5277,13,Rural,Snow,39,60,0,0,0
5278,12,Rural,Clear,25,60,0,0,0
5279,3,Highway,Clear,48,100,0,0,0
5280,5,Highway,Clear,42,100,0,0,0
5281,0,Rural,Rain,32,60,0,0,0
5282,6,Rural,Rain,41,60,0,0,0
5283,6,Rural,Clear,25,60,0,0,0
5284,16,Urban,Rain,25,40,0,0,0
5285,2,Rural,Rain,42,60,0,0,0
5286,11,Highway,Snow,49,100,0,0,0
5287,18,Urban,Clear,79,40,0,0,0
5288,9,Urban,Fog,84,40,0,0,0
5289,4,Urban,Rain,27,40,0,0,0
5290,2,Highway,Clear,33,100,1,1,1
5291,17,Rural,Clear,69,60,0,0,0
5292,20,Urban,Snow,24,40,0,0,0
5293,14,Highway,Clear,49,100,0,0,0
5294,20,Rural,Clear,29,60,0,0,0
5295,6,Urban,Clear,35,40,0,0,0
5296,9,Highway,Clear,76,100,0,0,0
5297,14,Highway,Clear,50,100,0,0,0
5298,2,Highway,Fog,54,100,1,1,1
5299,14,Urban,Clear,23,40,0,0,0
5300,9,Highway,Clear,75,100,0,0,0
5301,12,Rural,Clear,30,60,0,0,0
5302,23,Rural,Rain,44,60,0,0,0
5303,23,Rural,Snow,33,60,0,0,0
5304,9,Urban,Clear,60,40,0,0,0
5305,19,Rural,Snow,89,60,0,0,0
5306,17,Urban,Rain,63,40,0,0,0
5307,23,Rural,Fog,36,60,0,0,0
5308,10,Highway,Rain,96,100,0,0,0
5309,11,Highway,Clear,38,100,0,0,0
5310,13,Highway,Clear,58,100,0,0,0
5311,23,Rural,Clear,45,60,0,0,0
5312,23,Urban,Clear,32,40,0,0,0
5313,15,Rural,Clear,37,60,0,0,0
5314,5,Urban,Clear,40,40,0,0,0
5315,4,Rural,Fog,46,60,0,0,0
5316,0,Highway,Clear,54,100,0,0,0
5317,9,Highway,Snow,86,100,0,0,0
5318,17,Urban,Snow,69,40,0,0,0
5319,6,Urban,Clear,39,40,0,0,0
5320,22,Rural,Clear,41,60,0,0,0
5321,23,Rural,Clear,50,60,0,0,0
5322,8,Rural,Clear,74,60,0,0,0
5323,13,Highway,Clear,36,100,0,0,0
5324,1,Highway,Clear,30,100,1,1,1
5325,9,Rural,Fog,90,60,0,0,0
5326,7,Rural,Clear,39,60,0,0,0
5327,20,Rural,Clear,48,60,0,0,0
5328,2,Urban,Clear,21,40,0,0,0
5329,1,Rural,Rain,20,60,0,0,0
5330,10,Highway,Clear,70,100,0,0,0
5331,17,Highway,Clear,84,100,0,0,0
5332,10,Urban,Rain,69,40,0,0,0
5333,6,Urban,Clear,28,40,0,0,0
5334,5,Highway,Rain,50,100,0,0,0
5335,0,Rural,Clear,42,60,0,0,0
5336,3,Rural,Clear,26,60,0,0,0
5337,15,Urban,Clear,43,40,0,0,0
5338,9,Urban,Rain,69,40,0,0,0
5339,16,Urban,Rain,44,40,0,0,0
5340,19,Highway,Clear,89,100,0,0,0
5341,20,Highway,Rain,56,100,0,0,0
5342,20,Highway,Clear,46,100,0,0,0
5343,6,Rural,Fog,22,60,0,0,0
5344,7,Urban,Clear,21,40,0,0,0
5345,18,Rural,Rain,74,60,0,0,0
5346,7,Highway,Fog,39,100,1,1,1
5347,5,Rural,Clear,47,60,0,0,0
5348,9,Urban,Clear,62,40,0,0,0
5349,13,Urban,Fog,43,40,0,0,0
5350,9,Highway,Clear,77,100,0,0,0
5351,14,Rural,Clear,28,60,0,0,0
5352,0,Urban,Clear,20,40,0,0,0
5353,23,Highway,Rain,43,100,0,1,1
5354,1,Highway,Clear,38,100,1,1,1
5355,14,Highway,Snow,34,100,1,1,1
5356,22,Highway,Clear,35,100,0,0,0
5357,21,Highway,Clear,43,100,0,0,0
5358,3,Rural,Rain,39,60,0,0,0
5359,6,Rural,Snow,22,60,0,0,0
5360,18,Rural,Clear,87,60,0,0,0
5361,5,Urban,Rain,31,40,0,0,0
5362,23,Rural,Clear,29,60,0,0,0
5363,8,Urban,Rain,81,40,0,0,0
5364,1,Urban,Rain,43,40,0,0,0
5365,4,Highway,Clear,53,100,1,1,1
5366,20,Urban,Clear,42,40,0,0,0
5367,1,Rural,Clear,27,60,0,0,0
5368,4,Highway,Clear,53,100,1,1,1
5369,6,Rural,Fog,30,60,0,0,0
5370,18,Rural,Clear,73,60,0,0,0
5371,20,Urban,Clear,32,40,0,0,0
5372,19,Rural,Rain,87,60,0,0,0
5373,6,Highway,Clear,36,100,0,0,0
5374,18,Urban,Rain,72,40,0,0,0
5375,23,Rural,Rain,27,60,0,0,0
5376,10,Urban,Clear,81,40,0,0,0
5377,11,Rural,Clear,36,60,0,0,0
5378,17,Rural,Clear,63,60,0,0,0
5379,14,Highway,Rain,58,100,0,0,0
5380,19,Highway,Fog,93,100,0,0,0
5381,21,Highway,Snow,33,100,1,1,1
5382,11,Highway,Clear,40,100,0,0,0
5383,6,Rural,Clear,50,60,0,0,0
5384,21,Urban,Rain,44,40,0,0,0
5385,5,Urban,Fog,26,40,0,0,0
5386,23,Rural,Clear,26,60,0,0,0
5387,14,Urban,Clear,49,40,0,0,0
5388,19,Highway,Clear,82,100,0,0,0
5389,6,Highway,Clear,51,100,0,0,0
5390,21,Highway,Rain,41,100,0,0,0
5391,0,Rural,Snow,46,60,0,0,0
5392,7,Urban,Clear,47,40,0,0,0
5393,17,Highway,Rain,98,100,1,1,1
5394,19,Rural,Rain,64,60,0,0,0
5395,21,Highway,Snow,35,100,0,0,0
5396,4,Urban,Clear,25,40,0,0,0
5397,10,Rural,Rain,60,60,0,0,0
5398,22,Urban,Clear,33,40,0,0,0
5399,14,Highway,Clear,60,100,0,0,0
5400,4,Highway,Rain,55,100,0,1,1
5401,14,Highway,Clear,36,100,0,0,0
5402,5,Urban,Clear,21,40,0,0,0
5403,3,Urban,Clear,43,40,0,0,0
5404,5,Rural,Fog,48,60,0,0,0
5405,10,Rural,Clear,82,60,0,0,0
5406,22,Highway,Clear,41,100,0,0,0
5407,21,Rural,Rain,24,60,0,0,0
5408,20,Rural,Rain,31,60,0,0,0
5409,6,Urban,Clear,29,40,0,0,0
5410,22,Urban,Snow,25,40,0,0,0
5411,12,Rural,Clear,34,60,0,0,0
5412,1,Rural,Clear,29,60,0,0,0
5413,1,Highway,Clear,53,100,1,1,1
5414,7,Rural,Fog,42,60,0,0,0
5415,11,Rural,Rain,36,60,0,0,0
5416,6,Urban,Clear,20,40,0,0,0
5417,4,Highway,Clear,44,100,0,0,0
5418,1,Urban,Rain,43,40,0,0,0
5419,4,Rural,Clear,20,60,0,0,0
5420,3,Rural,Clear,47,60,0,0,0
5421,4,Urban,Fog,40,40,0,0,0
5422,3,Highway,Clear,45,100,0,0,0
5423,21,Highway,Clear,41,100,0,0,0
5424,13,Rural,Clear,24,60,0,0,0
5425,22,Highway,Clear,48,100,1,1,1
5426,20,Highway,Clear,59,100,0,0,0
5427,15,Rural,Clear,33,60,0,0,0
